,paragraf,inkraftdatum,length
4498,§ 28 Aktiengesetz,1991-01-01,708.0
4499,§ 29 Aktiengesetz,1991-01-01,1904.0
4500,§ 30 Aktiengesetz,1991-01-01,4094.0
4501,§ 32 Aktiengesetz,1991-01-01,641.0
4502,§ 33 Aktiengesetz,1991-01-01,1665.0
4503,§ 34 Aktiengesetz,1991-01-01,1172.0
4504,§ 35 Aktiengesetz,1991-01-01,102.0
4505,§ 36 Aktiengesetz,1991-01-01,110.0
4506,§ 37 Aktiengesetz,1991-01-01,1376.0
4507,§ 38 Aktiengesetz,1991-01-01,80.0
4508,§ 40 Aktiengesetz,1991-01-01,1117.0
4509,§ 43 Aktiengesetz,1991-01-01,645.0
4510,§ 44 Aktiengesetz,1991-01-01,175.0
4511,§ 45 Aktiengesetz,1991-01-01,1493.0
4512,§ 46 Aktiengesetz,1991-01-01,1614.0
4513,§ 73 Aktiengesetz,1991-01-01,689.0
4514,§ 87 Aktiengesetz,1991-01-01,1830.0
4515,§ 91 Aktiengesetz,1991-01-01,126.0
4516,§ 92 Aktiengesetz,1991-01-01,1598.0
4517,§ 105 Aktiengesetz,1991-01-01,808.0
4518,§ 107 Aktiengesetz,1991-06-01,978.0
4519,§ 111 Aktiengesetz,1991-01-01,1015.0
4520,§ 121 Aktiengesetz,1991-01-01,1713.0
4521,§ 148 Aktiengesetz,1991-01-01,985.0
4522,§ 150 Aktiengesetz,1991-01-01,983.0
4523,§ 151 Aktiengesetz,1991-01-01,532.0
4524,§ 155 Aktiengesetz,1991-01-01,1289.0
4525,§ 162 Aktiengesetz,1991-01-01,917.0
4526,§ 168 Aktiengesetz,1991-01-01,958.0
4527,§ 172 Aktiengesetz,1991-01-01,1129.0
4528,§ 176 Aktiengesetz,1991-01-01,217.0
4529,§ 180 Aktiengesetz,1991-01-01,393.0
4530,§ 181 Aktiengesetz,1991-01-01,790.0
4531,§ 188 Aktiengesetz,1991-01-01,839.0
4532,§ 189 Aktiengesetz,1991-01-01,1239.0
4533,§ 192 Aktiengesetz,1991-01-01,2064.0
4534,§ 194 Aktiengesetz,1991-01-01,473.0
4535,§ 198 Aktiengesetz,1991-01-01,937.0
4536,§ 200 Aktiengesetz,1991-01-01,690.0
4537,§ 202 Aktiengesetz,1991-01-01,999.0
4538,§ 204 Aktiengesetz,1991-01-01,270.0
4539,§ 207 Aktiengesetz,1991-01-01,875.0
4540,§ 210 Aktiengesetz,1991-01-01,1355.0
4541,§ 214 Aktiengesetz,1991-01-01,742.0
4542,§ 215 Aktiengesetz,1991-01-01,1248.0
4543,§ 216 Aktiengesetz,1991-01-01,1259.0
4544,§ 218 Aktiengesetz,1991-01-01,545.0
4545,§ 222 Aktiengesetz,1991-01-01,549.0
4546,§ 223 Aktiengesetz,1991-01-01,635.0
4547,§ 225 Aktiengesetz,1991-01-01,796.0
4548,§ 226 Aktiengesetz,1991-01-01,1927.0
4549,§ 227 Aktiengesetz,1991-01-01,682.0
4550,§ 229 Aktiengesetz,1991-01-01,963.0
4551,§ 231 Aktiengesetz,1991-01-01,572.0
4552,§ 232 Aktiengesetz,1991-01-01,292.0
4553,§ 233 Aktiengesetz,1991-01-01,2653.0
4554,§ 234 Aktiengesetz,1991-01-01,1765.0
4555,§ 236 Aktiengesetz,1991-01-01,1112.0
4556,§ 240 Aktiengesetz,1991-01-01,522.0
4557,§ 243 Aktiengesetz,1991-01-01,415.0
4558,§ 247 Aktiengesetz,1991-01-01,808.0
4559,§ 248 Aktiengesetz,1991-01-01,526.0
4560,§ 249 Aktiengesetz,1991-01-01,199.0
4561,§ 258 Aktiengesetz,1991-01-01,759.0
4562,§ 260 Aktiengesetz,1991-03-01,252.0
4563,§ 262 Aktiengesetz,1991-01-01,1661.0
4564,§ 262 Aktiengesetz,1991-12-07,1717.0
4565,§ 266 Aktiengesetz,1991-01-01,666.0
4566,Art. 23 Aktiengesetz,1991-01-01,1889.0
4567,§ 2 Alkoholabgabegesetz 1973,1991-12-31,613.0
4568,§ 15 2. Verstaatlichungsgesetz,1992-12-05,394.0
4569,Art. 1 8. Behinderteneinstellungsgesetz-Novelle,1992-07-01,811.0
4570,Art. 5 8. Handelskammergesetznovelle,1992-01-01,183.0
4571,§ 1 Abbau von Benachteiligungen von Frauen – Berichte der Bundesregierung,1992-12-30,152.0
4572,§ 2 Abbau von Benachteiligungen von Frauen – Berichte der Bundesregierung,1992-12-30,931.0
4573,§ 3 Abbau von Benachteiligungen von Frauen – Berichte der Bundesregierung,1992-12-30,195.0
4574,§ 4 Abbau von Benachteiligungen von Frauen – Berichte der Bundesregierung,1992-12-30,162.0
4575,Art. 1 § 3 Abfallwirtschaftsgesetz,1992-07-01,1640.0
4576,Art. 1 § 35 Abfallwirtschaftsgesetz,1992-11-18,4902.0
4577,Art. 8 Abfallwirtschaftsgesetz,1992-11-18,1348.0
4578,§ 1 Abgabe auf bestimmte Stärkeerzeugnisse,1992-01-01,5575.0
4579,§ 2 Abgabe auf bestimmte Stärkeerzeugnisse,1992-01-01,238.0
4580,§ 3 Abgabe auf bestimmte Stärkeerzeugnisse,1992-01-01,1749.0
4581,§ 13 Abgabe auf bestimmte Stärkeerzeugnisse,1992-01-01,301.0
4582,Art. 1 Abgabe auf bestimmte Stärkeerzeugnisse,1992-01-01,1473.0
4583,§ 3 Abgabenexekutionsordnung,1992-08-01,1240.0
4584,§ 16 Abgabenexekutionsordnung,1992-08-01,1440.0
4585,§ 26 Abgabenexekutionsordnung,1992-08-01,2529.0
4586,§ 29 Abgabenexekutionsordnung,1992-08-01,3432.0
4587,§ 31 Abgabenexekutionsordnung,1992-08-01,1470.0
4588,§ 31a Abgabenexekutionsordnung,1992-08-01,568.0
4589,§ 53 Abgabenexekutionsordnung,1992-03-01,336.0
4590,§ 54 Abgabenexekutionsordnung,1992-03-01,1377.0
4591,§ 59 Abgabenexekutionsordnung,1992-03-01,575.0
4592,§ 60 Abgabenexekutionsordnung,1992-03-01,507.0
4593,§ 64 Abgabenexekutionsordnung,1992-03-01,1152.0
4594,§ 65 Abgabenexekutionsordnung,1992-08-01,1376.0
4595,§ 66 Abgabenexekutionsordnung,1992-08-01,774.0
4596,§ 67 Abgabenexekutionsordnung,1992-08-01,1580.0
4597,§ 68 Abgabenexekutionsordnung,1992-03-01,1737.0
4598,§ 69 Abgabenexekutionsordnung,1992-08-01,1297.0
4599,§ 70 Abgabenexekutionsordnung,1992-03-01,1893.0
4600,§ 71 Abgabenexekutionsordnung,1992-08-01,1407.0
4601,§ 72 Abgabenexekutionsordnung,1992-03-01,696.0
4602,§ 90a Abgabenexekutionsordnung,1992-08-01,545.0
4603,§ 2 Abwicklung der Bundeswohnbaufonds,1992-01-11,1368.0
4604,§ 3 Abwicklung der Bundeswohnbaufonds,1992-01-11,588.0
4605,§ 11 Abwicklung der Bundeswohnbaufonds,1992-01-11,499.0
4606,§ 1 Afrikanischer Entwicklungsfonds - Beitrag,1992-01-11,173.0
4607,§ 2 Afrikanischer Entwicklungsfonds - Beitrag,1992-01-11,95.0
4608,§ 174 Aktiengesetz,1992-01-01,993.0
4609,Art. 2 Alkoholabgabegesetz 1973,1992-08-01,532.0
4610,§ 137b Allgemeines bürgerliches Gesetzbuch,1992-07-01,72.0
4611,§ 155 Allgemeines bürgerliches Gesetzbuch,1992-07-01,684.0
4612,§ 156a Allgemeines bürgerliches Gesetzbuch,1992-07-01,280.0
4613,§ 163 Allgemeines bürgerliches Gesetzbuch,1992-07-01,1448.0
4614,§ 879 Allgemeines bürgerliches Gesetzbuch,1992-07-01,1231.0
4615,§ 2 Allgemeines Hochschul-Studiengesetz,1992-09-01,2221.0
4616,§ 5 Allgemeines Hochschul-Studiengesetz,1992-09-01,3696.0
4617,§ 6 Allgemeines Hochschul-Studiengesetz,1992-09-01,3924.0
4618,§ 7 Allgemeines Hochschul-Studiengesetz,1992-09-01,5354.0
4619,§ 12 Allgemeines Hochschul-Studiengesetz,1992-09-01,3434.0
4620,§ 13 Allgemeines Hochschul-Studiengesetz,1992-09-01,4895.0
4621,§ 14 Allgemeines Hochschul-Studiengesetz,1992-09-01,2162.0
4622,§ 17 Allgemeines Hochschul-Studiengesetz,1992-09-01,2982.0
4623,§ 18 Allgemeines Hochschul-Studiengesetz,1992-09-01,4036.0
4624,§ 19 Allgemeines Hochschul-Studiengesetz,1992-09-01,2761.0
4625,§ 20 Allgemeines Hochschul-Studiengesetz,1992-09-01,1789.0
4626,§ 21 Allgemeines Hochschul-Studiengesetz,1992-09-01,3517.0
4627,§ 22 Allgemeines Hochschul-Studiengesetz,1992-09-01,507.0
4628,§ 23 Allgemeines Hochschul-Studiengesetz,1992-09-01,2264.0
4629,§ 26 Allgemeines Hochschul-Studiengesetz,1992-09-01,5268.0
4630,§ 27 Allgemeines Hochschul-Studiengesetz,1992-09-01,4547.0
4631,§ 28 Allgemeines Hochschul-Studiengesetz,1992-09-01,1628.0
4632,§ 30 Allgemeines Hochschul-Studiengesetz,1992-09-01,3019.0
4633,§ 33 Allgemeines Hochschul-Studiengesetz,1992-09-01,1193.0
4634,§ 34 Allgemeines Hochschul-Studiengesetz,1992-09-01,1541.0
4635,§ 38 Allgemeines Hochschul-Studiengesetz,1992-09-01,582.0
4636,§ 40 Allgemeines Hochschul-Studiengesetz,1992-09-01,5077.0
4637,§ 43 Allgemeines Hochschul-Studiengesetz,1992-09-01,1320.0
4638,§ 45 Allgemeines Hochschul-Studiengesetz,1992-09-01,4740.0
4639,§ 54 Allgemeines Sozialversicherungsgesetz,1992-01-01,1839.0
4640,§ 98a Allgemeines Sozialversicherungsgesetz,1992-03-01,141.0
4641,§ 116 Allgemeines Sozialversicherungsgesetz,1992-01-01,1862.0
4642,§ 154b Allgemeines Sozialversicherungsgesetz,1992-01-01,874.0
4643,§ 156 Allgemeines Sozialversicherungsgesetz,1992-01-01,1145.0
4644,§ 157 Allgemeines Sozialversicherungsgesetz,1992-01-01,416.0
4645,§ 158 Allgemeines Sozialversicherungsgesetz,1992-01-01,1009.0
4646,§ 159 Allgemeines Sozialversicherungsgesetz,1992-01-01,494.0
4647,§ 183 Allgemeines Sozialversicherungsgesetz,1992-01-01,1042.0
4648,§ 352 Allgemeines Sozialversicherungsgesetz,1992-01-01,957.0
4649,§ 544 Allgemeines Sozialversicherungsgesetz,1992-01-01,201.0
4650,§ 79b Allgemeines Verwaltungsverfahrensgesetz 1991,1992-12-31,110.0
4651,§ 1 Altlastensanierungsgesetz,1992-12-05,170.0
4652,§ 2 Altlastensanierungsgesetz,1992-12-05,4645.0
4653,§ 3 Altlastensanierungsgesetz,1992-12-05,523.0
4654,§ 6 Altlastensanierungsgesetz,1992-12-05,643.0
4655,§ 9 Altlastensanierungsgesetz,1992-12-05,820.0
4656,§ 11 Altlastensanierungsgesetz,1992-12-05,719.0
4657,§ 12 Altlastensanierungsgesetz,1992-12-05,1044.0
4658,§ 13 Altlastensanierungsgesetz,1992-12-05,2549.0
4659,§ 14 Altlastensanierungsgesetz,1992-12-05,1869.0
4660,§ 16 Altlastensanierungsgesetz,1992-12-05,1632.0
4661,§ 17 Altlastensanierungsgesetz,1992-12-05,2113.0
4662,§ 19 Altlastensanierungsgesetz,1992-12-05,876.0
4663,§ 20 Altlastensanierungsgesetz,1992-12-05,1048.0
4664,§ 23a Altlastensanierungsgesetz,1992-12-05,342.0
4665,§ 5 AMA-Gesetz 1992,1992-07-01,2682.0
4666,§ 6 AMA-Gesetz 1992,1992-07-01,1089.0
4667,§ 7 AMA-Gesetz 1992,1992-07-01,217.0
4668,§ 14 1. Staatsvertragsdurchführungsgesetz,1993-03-01,1240.0
4669,§ 11 11. Staatsvertragsdurchführungsgesetz,1993-03-01,2092.0
4670,Art. 1 § 7 Abfallwirtschaftsgesetz,1993-04-01,4259.0
4671,Art. 1 § 28 Abfallwirtschaftsgesetz,1993-07-01,752.0
4672,Art. 1 § 34 Abfallwirtschaftsgesetz,1993-04-12,3699.0
4673,Art. 1 § 34a Abfallwirtschaftsgesetz,1993-04-12,1603.0
4674,Art. 1 § 35 Abfallwirtschaftsgesetz,1993-04-12,7201.0
4675,Art. 1 § 35a Abfallwirtschaftsgesetz,1993-04-12,2455.0
4676,Art. 1 § 36a Abfallwirtschaftsgesetz,1993-04-12,622.0
4677,Art. 1 § 37 Abfallwirtschaftsgesetz,1993-01-01,2441.0
4678,Art. 1 § 39 Abfallwirtschaftsgesetz,1993-04-12,6566.0
4679,Art. 1 § 45 Abfallwirtschaftsgesetz,1993-04-12,1897.0
4680,Art. 8 Abfallwirtschaftsgesetz,1993-03-17,1442.0
4681,Art. 8 Abfallwirtschaftsgesetz,1993-04-21,1637.0
4682,§ 5 Abgabenverwaltungsorganisationsgesetz,1993-05-01,3728.0
4683,§ 5 Abgabenverwaltungsorganisationsgesetz,1993-12-01,4032.0
4684,§ 7 Abgabenverwaltungsorganisationsgesetz,1993-05-01,1540.0
4685,§ 8 Abgabenverwaltungsorganisationsgesetz,1993-05-01,2230.0
4686,§ 8 Abgabenverwaltungsorganisationsgesetz,1993-12-01,2382.0
4687,§ 9 Abgabenverwaltungsorganisationsgesetz,1993-01-13,478.0
4688,§ 11 Abgabenverwaltungsorganisationsgesetz,1993-12-01,436.0
4689,§ 17a Abgabenverwaltungsorganisationsgesetz,1993-01-13,409.0
4690,§ 17 Agrarverfahrensgesetz,1993-12-29,314.0
4691,§ 1 AIDS-Gesetz,1993-05-29,559.0
4692,§ 2 AIDS-Gesetz,1993-05-29,578.0
4693,§ 3 AIDS-Gesetz,1993-05-29,867.0
4694,§ 4 AIDS-Gesetz,1993-05-29,1479.0
4695,§ 5 AIDS-Gesetz,1993-05-29,785.0
4696,§ 6 AIDS-Gesetz,1993-05-29,1045.0
4697,§ 7 AIDS-Gesetz,1993-05-29,418.0
4698,§ 8 AIDS-Gesetz,1993-05-29,1697.0
4699,§ 9 AIDS-Gesetz,1993-05-29,1044.0
4700,§ 9a AIDS-Gesetz,1993-05-29,154.0
4701,§ 1 AIDS-Gesetz 1993,1993-10-21,558.0
4702,§ 2 AIDS-Gesetz 1993,1993-10-21,578.0
4703,§ 3 AIDS-Gesetz 1993,1993-10-21,867.0
4704,§ 4 AIDS-Gesetz 1993,1993-10-21,1479.0
4705,§ 5 AIDS-Gesetz 1993,1993-10-21,785.0
4706,§ 6 AIDS-Gesetz 1993,1993-10-21,1045.0
4707,§ 7 AIDS-Gesetz 1993,1993-10-21,430.0
4708,§ 8 AIDS-Gesetz 1993,1993-10-21,1697.0
4709,§ 9 AIDS-Gesetz 1993,1993-10-21,1044.0
4710,§ 10 AIDS-Gesetz 1993,1993-10-21,152.0
4711,§ 11 AIDS-Gesetz 1993,1993-10-21,127.0
4712,§ 1 Akademie-Organisationsgesetz 1988,1993-02-13,3289.0
4713,§ 4 Akademie-Organisationsgesetz 1988,1993-04-17,3619.0
4714,§ 25a Akademie-Organisationsgesetz 1988,1993-04-17,5777.0
4715,§ 27 Akademie-Organisationsgesetz 1988,1993-02-13,3685.0
4716,§ 49 Akademie-Organisationsgesetz 1988,1993-02-13,5973.0
4717,Art. 1 § 1 Akkreditierungsgesetz,1993-01-01,779.0
4718,Art. 1 § 2 Akkreditierungsgesetz,1993-01-01,562.0
4719,Art. 1 § 3 Akkreditierungsgesetz,1993-01-01,875.0
4720,Art. 1 § 4 Akkreditierungsgesetz,1993-01-01,157.0
4721,Art. 1 § 5 Akkreditierungsgesetz,1993-01-01,1079.0
4722,Art. 1 § 6 Akkreditierungsgesetz,1993-01-01,640.0
4723,Art. 1 § 7 Akkreditierungsgesetz,1993-01-01,2116.0
4724,Art. 1 § 8 Akkreditierungsgesetz,1993-01-01,158.0
4725,Art. 1 § 9 Akkreditierungsgesetz,1993-01-01,1697.0
4726,Art. 1 § 10 Akkreditierungsgesetz,1993-01-01,1477.0
4727,Art. 1 § 11 Akkreditierungsgesetz,1993-01-01,1912.0
4728,Art. 1 § 12 Akkreditierungsgesetz,1993-01-01,627.0
4729,Art. 1 § 13 Akkreditierungsgesetz,1993-01-01,1710.0
4730,Art. 1 § 14 Akkreditierungsgesetz,1993-01-01,2065.0
4731,Art. 1 § 15 Akkreditierungsgesetz,1993-01-01,396.0
4732,Art. 1 § 16 Akkreditierungsgesetz,1993-01-01,719.0
4733,Art. 1 § 17 Akkreditierungsgesetz,1993-01-01,1689.0
4734,Art. 1 § 18 Akkreditierungsgesetz,1993-01-01,984.0
4735,Art. 1 § 19 Akkreditierungsgesetz,1993-01-01,791.0
4736,Art. 1 § 20 Akkreditierungsgesetz,1993-01-01,208.0
4737,Art. 1 § 21 Akkreditierungsgesetz,1993-01-01,335.0
4738,Art. 1 § 22 Akkreditierungsgesetz,1993-01-01,974.0
4739,Art. 1 § 23 Akkreditierungsgesetz,1993-01-01,516.0
4740,Art. 1 § 24 Akkreditierungsgesetz,1993-01-01,1331.0
4741,Art. 1 § 25 Akkreditierungsgesetz,1993-01-01,759.0
4742,Art. 1 § 26 Akkreditierungsgesetz,1993-01-01,412.0
4743,Art. 1 § 27 Akkreditierungsgesetz,1993-01-01,721.0
4744,Art. 1 § 28 Akkreditierungsgesetz,1993-01-01,131.0
4745,Art. 1 § 29 Akkreditierungsgesetz,1993-01-01,99.0
4746,Art. 1 § 30 Akkreditierungsgesetz,1993-01-01,458.0
4747,Art. 1 § 31 Akkreditierungsgesetz,1993-01-01,690.0
4748,Art. 1 § 32 Akkreditierungsgesetz,1993-01-01,484.0
4749,Art. 1 § 33 Akkreditierungsgesetz,1993-01-01,188.0
4750,Art. 1 § 34 Akkreditierungsgesetz,1993-01-01,110.0
4751,Art. 1 § 35 Akkreditierungsgesetz,1993-01-01,84.0
4752,Art. 1 § 36 Akkreditierungsgesetz,1993-01-01,729.0
4753,Art. 1 § 37 Akkreditierungsgesetz,1993-01-01,587.0
4754,Art. 1 § 38 Akkreditierungsgesetz,1993-01-01,945.0
4755,Art. 2 Akkreditierungsgesetz,1993-01-01,105.0
4756,Art. 3 Akkreditierungsgesetz,1993-01-01,97.0
4757,Art. 4 Akkreditierungsgesetz,1993-01-01,110.0
4758,Art. 5 Akkreditierungsgesetz,1993-01-01,1142.0
4759,§ 33 Aktiengesetz,1993-07-01,1664.0
4760,§ 224 Aktiengesetz,1993-07-01,1056.0
4761,§ 225 Aktiengesetz,1993-07-01,833.0
4762,§ 233 Aktiengesetz,1993-07-01,2653.0
4763,§ 235 Aktiengesetz,1993-07-01,374.0
4764,§ 236 Aktiengesetz,1993-07-01,1119.0
4765,§ 237 Aktiengesetz,1993-07-01,1033.0
4766,§ 240 Aktiengesetz,1993-07-01,551.0
4767,§ 246 Aktiengesetz,1993-07-01,515.0
4768,§ 11 2. Verstaatlichungsgesetz,1994-01-01,2066.0
4769,§ 12 2. Verstaatlichungsgesetz,1994-01-01,342.0
4770,§ 14 2. Verstaatlichungsgesetz,1994-01-01,776.0
4771,Art. 1 2. Verstaatlichungsgesetz,1994-01-01,529.0
4772,Art. 1 § 1 Abfallwirtschaftsgesetz,1994-03-05,2147.0
4773,Art. 1 § 2 Abfallwirtschaftsgesetz,1994-03-05,4005.0
4774,Art. 1 § 3 Abfallwirtschaftsgesetz,1994-03-05,1648.0
4775,Art. 1 § 4 Abfallwirtschaftsgesetz,1994-03-05,631.0
4776,Art. 1 § 12 Abfallwirtschaftsgesetz,1994-03-05,2674.0
4777,Art. 1 § 15 Abfallwirtschaftsgesetz,1994-03-05,4776.0
4778,Art. 1 § 17 Abfallwirtschaftsgesetz,1994-03-05,1654.0
4779,Art. 1 § 20 Abfallwirtschaftsgesetz,1994-03-05,1610.0
4780,Art. 1 § 27 Abfallwirtschaftsgesetz,1994-03-05,1292.0
4781,Art. 1 § 29 Abfallwirtschaftsgesetz,1994-03-05,8512.0
4782,Art. 1 § 30 Abfallwirtschaftsgesetz,1994-03-05,1265.0
4783,Art. 1 § 35 Abfallwirtschaftsgesetz,1994-03-05,7253.0
4784,Art. 1 § 37 Abfallwirtschaftsgesetz,1994-03-05,2402.0
4785,Art. 1 § 38a Abfallwirtschaftsgesetz,1994-03-05,1052.0
4786,Art. 1 § 39 Abfallwirtschaftsgesetz,1994-03-05,6625.0
4787,Art. 1 § 40 Abfallwirtschaftsgesetz,1994-03-05,870.0
4788,Art. 1 § 44 Abfallwirtschaftsgesetz,1994-03-05,1793.0
4789,Art. 1 § 45 Abfallwirtschaftsgesetz,1994-03-05,2558.0
4790,Art. 1 § 46 Abfallwirtschaftsgesetz,1994-03-05,2060.0
4791,§ 54 Abgabenexekutionsordnung,1994-01-01,1397.0
4792,§ 7 Abgabenverwaltungsorganisationsgesetz,1994-01-01,1906.0
4793,Art. 9 Abgabenverwaltungsorganisationsgesetz,1994-08-27,1148.0
4794,Art. 3 § 6 Agrarbehördengesetz 1950,1994-01-01,1188.0
4795,Art. 3 § 7 Agrarbehördengesetz 1950,1994-01-01,2223.0
4796,§ 1 Agrarverfahrensgesetz,1994-01-01,639.0
4797,§ 2 Agrarverfahrensgesetz,1994-01-01,342.0
4798,§ 4 Agrarverfahrensgesetz,1994-01-01,219.0
4799,§ 5 Agrarverfahrensgesetz,1994-01-01,616.0
4800,§ 7 Agrarverfahrensgesetz,1994-01-01,1236.0
4801,§ 8 Agrarverfahrensgesetz,1994-01-01,1102.0
4802,§ 9 Agrarverfahrensgesetz,1994-01-01,2155.0
4803,§ 10 Agrarverfahrensgesetz,1994-01-01,1203.0
4804,§ 11 Agrarverfahrensgesetz,1994-01-01,994.0
4805,§ 12 Agrarverfahrensgesetz,1994-01-01,845.0
4806,§ 15 Agrarverfahrensgesetz,1994-01-01,1392.0
4807,§ 1 Akademie-Organisationsgesetz 1988,1994-04-09,3284.0
4808,§ 33 Akademie-Organisationsgesetz 1988,1994-04-09,6742.0
4809,§ 51 Akademie-Organisationsgesetz 1988,1994-04-09,245.0
4810,§ 55a Akademie-Organisationsgesetz 1988,1994-04-09,1794.0
4811,§ 29 Aktiengesetz,1994-01-01,1926.0
4812,§ 49 Aktiengesetz,1994-01-01,757.0
4813,§ 64 Aktiengesetz,1994-01-01,568.0
4814,§ 104 Aktiengesetz,1994-03-01,552.0
4815,§ 107 Aktiengesetz,1994-01-01,989.0
4816,§ 114 Aktiengesetz,1994-01-01,2550.0
4817,§ 125 Aktiengesetz,1994-03-01,1928.0
4818,§ 126 Aktiengesetz,1994-03-01,793.0
4819,§ 127 Aktiengesetz,1994-03-01,597.0
4820,§ 188 Aktiengesetz,1994-03-01,836.0
4821,§ 195 Aktiengesetz,1994-03-01,1187.0
4822,§ 211 Aktiengesetz,1994-03-01,1278.0
4823,§ 258 Aktiengesetz,1994-03-01,759.0
4824,Art. 8 Aktiengesetz,1994-03-05,1437.0
4825,§ 230a Allgemeines bürgerliches Gesetzbuch,1994-01-01,815.0
4826,§ 230b Allgemeines bürgerliches Gesetzbuch,1994-01-01,1052.0
4827,§ 7 Allgemeines Hochschul-Studiengesetz,1994-01-01,6987.0
4828,§ 40 Allgemeines Hochschul-Studiengesetz,1994-01-01,5114.0
4829,§ 45 Allgemeines Hochschul-Studiengesetz,1994-02-18,5564.0
4830,§ 3a Allgemeines Sozialversicherungsgesetz,1994-01-01,285.0
4831,§ 198 Allgemeines Sozialversicherungsgesetz,1994-07-01,1948.0
4832,§ 200 Allgemeines Sozialversicherungsgesetz,1994-07-01,776.0
4833,§ 307c Allgemeines Sozialversicherungsgesetz,1994-01-01,1397.0
4834,§ 422 Allgemeines Sozialversicherungsgesetz,1994-01-01,627.0
4835,§ 425 Allgemeines Sozialversicherungsgesetz,1994-01-01,363.0
4836,§ 431 Allgemeines Sozialversicherungsgesetz,1994-01-01,2434.0
4837,§ 432 Allgemeines Sozialversicherungsgesetz,1994-01-01,326.0
4838,§ 433 Allgemeines Sozialversicherungsgesetz,1994-01-01,1808.0
4839,§ 435 Allgemeines Sozialversicherungsgesetz,1994-01-01,566.0
4840,§ 436 Allgemeines Sozialversicherungsgesetz,1994-01-01,2508.0
4841,§ 437 Allgemeines Sozialversicherungsgesetz,1994-01-01,2721.0
4842,§ 438 Allgemeines Sozialversicherungsgesetz,1994-01-01,1183.0
4843,§ 439 Allgemeines Sozialversicherungsgesetz,1994-01-01,980.0
4844,§ 440b Allgemeines Sozialversicherungsgesetz,1994-01-01,706.0
4845,§ 440d Allgemeines Sozialversicherungsgesetz,1994-01-01,527.0
4846,§ 440e Allgemeines Sozialversicherungsgesetz,1994-01-01,507.0
4847,§ 454 Allgemeines Sozialversicherungsgesetz,1994-01-01,233.0
4848,§ 460a Allgemeines Sozialversicherungsgesetz,1994-01-01,1481.0
4849,§ 1 AMA-Gesetz 1992,1994-08-24,497.0
4850,§ 3 AMA-Gesetz 1992,1994-11-01,1291.0
4851,§ 5 AMA-Gesetz 1992,1994-11-01,2838.0
4852,§ 17 AMA-Gesetz 1992,1994-11-01,1858.0
4853,§ 18 AMA-Gesetz 1992,1994-11-01,1160.0
4854,§ 19 AMA-Gesetz 1992,1994-11-01,2282.0
4855,§ 21a AMA-Gesetz 1992,1994-11-01,766.0
4856,§ 21b AMA-Gesetz 1992,1994-11-01,1803.0
4857,§ 21c AMA-Gesetz 1992,1994-11-01,832.0
4858,§ 21d AMA-Gesetz 1992,1994-11-01,2196.0
4859,§ 21e AMA-Gesetz 1992,1994-11-01,2512.0
4860,§ 21f AMA-Gesetz 1992,1994-11-01,1498.0
4861,§ 21g AMA-Gesetz 1992,1994-11-01,1342.0
4862,§ 21h AMA-Gesetz 1992,1994-11-01,1466.0
4863,§ 21i AMA-Gesetz 1992,1994-11-01,501.0
4864,§ 21j AMA-Gesetz 1992,1994-11-01,800.0
4865,§ 21k AMA-Gesetz 1992,1994-11-01,1560.0
4866,§ 21l AMA-Gesetz 1992,1994-11-01,1030.0
4867,§ 22 AMA-Gesetz 1992,1994-11-01,2030.0
4868,§ 1 2. Budgetüberschreitungsgesetz 1995,1995-12-01,516.0
4869,§ 2 2. Budgetüberschreitungsgesetz 1995,1995-12-01,1468.0
4870,§ 3 2. Budgetüberschreitungsgesetz 1995,1995-12-01,214.0
4871,§ 4 2. Kunst- und Kulturgutbereinigungsgesetz,1995-08-05,2478.0
4872,§ 8 2. Kunst- und Kulturgutbereinigungsgesetz,1995-08-05,637.0
4873,§ 9 2. Kunst- und Kulturgutbereinigungsgesetz,1995-08-05,374.0
4874,§ 10 2. Kunst- und Kulturgutbereinigungsgesetz,1995-08-05,870.0
4875,Anl. 1 2. Kunst- und Kulturgutbereinigungsgesetz,1995-08-05,6943.0
4876,Art. 1 § 9 Abfallwirtschaftsgesetz,1995-10-01,3794.0
4877,Art. 1 § 26 Abfallwirtschaftsgesetz,1995-01-01,3343.0
4878,§ 2 Abgabenverwaltungsorganisationsgesetz,1995-01-01,721.0
4879,§ 3 Abgabenverwaltungsorganisationsgesetz,1995-01-01,1503.0
4880,§ 4 Abgabenverwaltungsorganisationsgesetz,1995-01-01,251.0
4881,§ 14 Abgabenverwaltungsorganisationsgesetz,1995-01-01,1370.0
4882,§ 14 Abgabenverwaltungsorganisationsgesetz,1995-08-01,1222.0
4883,§ 14a Abgabenverwaltungsorganisationsgesetz,1995-01-01,2810.0
4884,§ 14a Abgabenverwaltungsorganisationsgesetz,1995-08-01,2965.0
4885,§ 14b Abgabenverwaltungsorganisationsgesetz,1995-01-01,2361.0
4886,§ 14b Abgabenverwaltungsorganisationsgesetz,1995-08-01,2381.0
4887,§ 17a Abgabenverwaltungsorganisationsgesetz,1995-08-05,671.0
4888,Anl. 1 Abgabenverwaltungsorganisationsgesetz,1995-01-01,5646.0
4889,§ 12 Abgeltung gewisser Ansprüche aus Dienstverhältnissen in der Privatwirtschaft,1995-01-01,1637.0
4890,§ 8 Akademie-Organisationsgesetz 1988,1995-05-01,381.0
